Title,Rating,Reviews
Delightful,"I bought this device as a replacement for my old phone, which was slow and had a poor battery life. I mainly use it for browsing, messaging, and watching videos. The device has a sleek design and a large screen, which makes it easy to use and view. The performance is smooth and fast for most tasks, such as browsing, messaging, and watching videos.However, the device heats up quickly when using 5G or playing heavy games, which affects the battery life and the user experience. The camera qual...READ MORE",4
Worth the money,Osmmm productREAD MORE,4
Classy product,I think this is nice product with this rangeREAD MORE,5
Worth every penny,Camera quality is excellentREAD MORE,5
Terrible product,Unfortunately very disappointed 😡😡😡...I got delivery On 10/2/24 and today it's 13/2/24I gift this phone to my sisterThe phone has Problem of microphone while making calls on handsfree ( Loudspeaker) mode  the opposite party can't listen the voiceToday I went to Motorola service center they are saying that the phone need to send at Guwahati service centre it will be checked by them....and I need to one week....I believe it's not acceptable after buying a new product .....I got the iss...READ MORE,1
Mind-blowing purchase,It's looks stunning so light in weight and battery backup is extremelyREAD MORE,5
Nice product,"Back Camera quality is Top. Front camera quality is not good enough. Front camera quality needs to be improved. Battery life is very good.Fast charging is available.Display quality and design is awesome.Looks of phone are very good. Light weight phone. Many smart features available.Lots of gestures features are available. At this price,, Best phone to buy with many features and superb curve display.READ MORE",4
Great product,GoodREAD MORE,5
Just okay,It's a really good balanced smartphone. The only con is that the selfie Cameras are average.READ MORE,3
Worth every penny,Good productBest camera qualitySuper designBest phone under budgetREAD MORE,5
Worthless,Network issue in this phoneREAD MORE,1
Terrific purchase,Back camera 10/8Front camera 10/6Degisn.  10/9READ MORE,5
Terrific,Overall a good budget phone.READ MORE,5
Wonderful,Just go for it👍🏻READ MORE,5
Terrific purchase,Product is excellent and excellent in all quality in comparison to other mobile in same price rangeREAD MORE,5
Excellent,Awesome product. Extremely worth for the price. My mom and dad loved it.READ MORE,5
Fair,Poor battery 4 -5 hours running timeREAD MORE,3
Very poor,High level overheating problem and very low battery backupREAD MORE,1
Excellent,NycREAD MORE,5
Really Nice,"Best phone but front camera is not as expected😭,otherwise all goodREAD MORE",4
Highly recommended,I used Android Since 2000. But this phone is gems 💎. Awesome moto. Everything is superb fab. I have no words to elaborate. Just say no one can beat this phone right now 2023 even apple.READ MORE,5
Terrific,AwesomeREAD MORE,5
Good quality product,Great value for Money. Amazing specGreat phone. Specs are really good.I was planning to go for Google Pixel 7 or Samsung A54. However I decided to check Motorola Edge 40 and it was the best decision ever.Key points that made me go for Motorola- 256Gb- 8Gb- Charger 65W- Battery Size 4400mmAh- Price (black Friday discount - cheaper than A54 and 7A)- solid midrange phoneREAD MORE,5
Must buy!,Design camera battery best qualityREAD MORE,5
Not good,Battery performance is poor.READ MORE,2
Does the job,After using it 1week I find these issuesBattery drain little fasterLow volume on callREAD MORE,3
Pretty good,All good but Battery not enoughREAD MORE,4
Expected a better product,Phone volume button got broken by its own within 7 days. Poor quality materials used in phoneREAD MORE,2
Terrible product,"Poor quality, from day one screen flickering and over heatingREAD MORE",1
Waste of money!,( only 3 days used After power button is broken) So very bad.READ MORE,1
Really Nice,I loved the mobile 😍. Its camera is a little bit enhancing the colours than natural ones. The battery is draining too fast but the turbo charger fills the battery almost in an hour. The proximity sensor sometimes doesn't work properly and needs an update. Overall a good budget phone with premium looks and performance.READ MORE,4
Classy product,So nice phone Go for itREAD MORE,5
Best in the market!,"Superb mobile phone..... Good quality...Battery, camera, display, back side, processor all are good. Go for buy....READ MORE",5
Worth every penny,battery is more than enough for everyday use. camera with ois works perfectly fine.overall it's a good phone under 25k...READ MORE,5
Terrific purchase,Back camera 10/8Front camera 10/6Degisn.  10/9READ MORE,5
Terrific,Overall a good budget phone.READ MORE,5
Wonderful,Just go for it👍🏻READ MORE,5
Terrific purchase,Product is excellent and excellent in all quality in comparison to other mobile in same price rangeREAD MORE,5
Excellent,Awesome product. Extremely worth for the price. My mom and dad loved it.READ MORE,5
Excellent,NycREAD MORE,5
Highly recommended,I used Android Since 2000. But this phone is gems 💎. Awesome moto. Everything is superb fab. I have no words to elaborate. Just say no one can beat this phone right now 2023 even apple.READ MORE,5
Terrific,AwesomeREAD MORE,5
Good quality product,Great value for Money. Amazing specGreat phone. Specs are really good.I was planning to go for Google Pixel 7 or Samsung A54. However I decided to check Motorola Edge 40 and it was the best decision ever.Key points that made me go for Motorola- 256Gb- 8Gb- Charger 65W- Battery Size 4400mmAh- Price (black Friday discount - cheaper than A54 and 7A)- solid midrange phoneREAD MORE,5
Must buy!,Design camera battery best qualityREAD MORE,5
Classy product,So nice phone Go for itREAD MORE,5
Best in the market!,"Superb mobile phone..... Good quality...Battery, camera, display, back side, processor all are good. Go for buy....READ MORE",5
Worth every penny,battery is more than enough for everyday use. camera with ois works perfectly fine.overall it's a good phone under 25k...READ MORE,5
Perfect product!,Nice lookingREAD MORE,5
Great product,"In this price range this is a good phone. Good camera ,good performance and having good features. There is no network issue due to wide range to 5g bands. If you are not a heavy user then battery last for one day. But if you are a heavy user then you have to charge twice in a day. You can play game in normal settings and screen is also good. Again in this price you can't expect a flagship phone features but it is better than others phones.READ MORE",5
Simply awesome,I love product motorolaREAD MORE,5
Terrific,Super device moto edge 40 neoREAD MORE,5
Must buy!,Amezing mobile phoneREAD MORE,5
Terrific purchase,GoodREAD MORE,5
Simply awesome,GoodREAD MORE,5
Highly recommended,"Really good phone for official use and not for hardcore gamer, battery backup could have been better though but i recommend it to optimise for better out of it. Photo and video is upto the mark according to the price segment.READ MORE",5
Did not meet expectations,When I am using any application after 10 min it's getting the heating issuesREAD MORE,1
Brilliant,NycREAD MORE,5
Fabulous!,Mobile is to goodREAD MORE,5
Great product,Super mobile😍READ MORE,5
Nice,Heating Problem........ MOTO company should take Steps for this IssueREAD MORE,3
Just wow!,"The best mobile for Normal use. I don't face any heating issues as such that was my fear while buying. But now I feel it's best in that range. 1 bad thing about the phone is it's camera, it's not so good. If you are a camera lover then go for other mobiles, but if you want good normal use performance, latest design, stock Android experience then go for it. I am loving it totally!!!READ MORE",5
Very Good,The product is excellent but disappointed with the camera quality. The camera is not good for the camera enthusiasts who love clicking pictures of landscape although its portrait mode is better but needs some little bit improvement. And the display is the best and I'm in love with the design.READ MORE,4
Wonderful,Vary good mobile 📲 nice 👍👍READ MORE,4
Brilliant,Screen flickering issue other wise all goodREAD MORE,5
Super!,Nice phone 🤳 very good workingREAD MORE,5
Great product,Battery drains little fast (assuming 5000mAh)Overall phone is perfect❤️READ MORE,5
